code,city,year,population,gdp,gdpp,gdpg
640000,宁夏回族自治区,2012,657.2,22849738,NA,NA
640000,宁夏回族自治区,2013,668.6,25571619,38224,11.91
640000,宁夏回族自治区,2014,691.6,27379176,198137,NA
640000,宁夏回族自治区,2015,664.11,NA,NA,NA
640000,宁夏回族自治区,2016,NA,NA,NA,NA
640000,宁夏回族自治区,2017,NA,NA,NA,NA
640000,宁夏回族自治区,2018,NA,NA,NA,NA
350900,宁德市,1999,NA,NA,NA,NA
350900,宁德市,2000,323.57,2187279,NA,NA
350900,宁德市,2001,324.69,2362256,NA,NA
350900,宁德市,2002,325.44,2440598,7483,9
350900,宁德市,2003,325.81,2698690,8912,10.6
350900,宁德市,2004,326.74,3090407,10166,11
350900,宁德市,2005,327.03,3435992,11266,10.6
350900,宁德市,2006,328.1,3839988,12611,11
350900,宁德市,2007,330.44,4574559,14999,16.6
350900,宁德市,2008,335.03,5426716,17851,14.6
350900,宁德市,2009,335.95,6122829,20174,13.3
350900,宁德市,2010,339.37,7386099,25200,15
350900,宁德市,2011,340,9301166,32936,15.2
350900,宁德市,2012,342.3,10777262,38015,12.6
350900,宁德市,2013,347.2,12387205,35698,14.94
350900,宁德市,2014,352.2,13760938,48369,10.75
350900,宁德市,2015,348.92,14873590,52006,8.64
350900,宁德市,2016,352,16231142,56358,7.45
350900,宁德市,2017,351,3906094,NA,NA
350900,宁德市,2018,354,19427951,66878,8.15
330200,宁波市,1999,538.41,10417362,NA,7.36
330200,宁波市,2000,540.94,11757538,NA,8.9
330200,宁波市,2001,543.35,13126854,NA,NA
330200,宁波市,2002,546.19,15003435,27541,13.2
330200,宁波市,2003,549.07,17868542,32639,15.6
330200,宁波市,2004,552.69,21580377,39174,15.5
330200,宁波市,2005,556.7,24493099,44156,12.6
330200,宁波市,2006,560.45,28744435,51460,13.6
330200,宁波市,2007,564.56,34350042,66067,14.9
330200,宁波市,2008,568.09,39640472,69997,10.12
330200,宁波市,2009,571.02,43293025,60720,6.7
330200,宁波市,2010,574.08,51630017,69368,12.5
330200,宁波市,2011,576.4,60592409,79524,10
330200,宁波市,2012,577.7,65822064,86228,7.8
330200,宁波市,2013,580.2,71288672,122912,8.31
330200,宁波市,2014,583.8,76102816,98362,7.6
330200,宁波市,2015,586.57,80036103,102374,8
330200,宁波市,2016,591,86864911,110656,7.1
330200,宁波市,2017,597,62826874,NA,NA
330200,宁波市,2018,603,107454632,132603,7
340800,安庆市,1999,598.03,2482255,NA,3.42
340800,安庆市,2000,601.32,2524416,NA,-4.7
340800,安庆市,2001,602.94,2641430,NA,NA
340800,安庆市,2002,604.11,2852141,4726,8
340800,安庆市,2003,605.2,3204307,5299,9.1
340800,安庆市,2004,604.2,3920200,6483,12.5
340800,安庆市,2005,605.55,4296400,7595,12.6
340800,安庆市,2006,607.89,4942100,8709,12.6
340800,安庆市,2007,610.99,5876612,10485,13.4
340800,安庆市,2008,613.89,7047175,12595,12.2
340800,安庆市,2009,615.88,7706600,13811,12.3
340800,安庆市,2010,615.62,9881100,18604,13.6
340800,安庆市,2011,618.7,12157400,22893,13.2
340800,安庆市,2012,620.4,13597027,25592,11.5
340800,安庆市,2013,621.7,14182282,22801,4.3
340800,安庆市,2014,620.9,15443170,28808,9.27
340800,安庆市,2015,622.1,14174300,31101,7.4
340800,安庆市,2016,529,15311776,33294,8
340800,安庆市,2017,531,5138061,NA,NA
340800,安庆市,2018,528,19175850,41088,7.8
610900,安康市,1999,NA,NA,NA,NA
610900,安康市,2000,292.43,787786,NA,NA
610900,安康市,2001,293.1,805200,NA,NA
610900,安康市,2002,293.24,903600,3083,7.8
610900,安康市,2003,294.06,1036010,3528,8.3
610900,安康市,2004,294.97,1195450,4059,9.4
610900,安康市,2005,294.94,1378500,5191,9.6
610900,安康市,2006,297.15,1572362,5935,10.3
610900,安康市,2007,300.07,1873700,7067,12.4
610900,安康市,2008,301.87,2336744,8802,14.99
610900,安康市,2009,303.57,2749450,10341,15
610900,安康市,2010,304.35,3270630,12428,15
610900,安康市,2011,305.1,4071700,15477,15.5
610900,安康市,2012,306,4969080,18878,15.2
610900,安康市,2013,308.3,6045520,19628,21.66
610900,安康市,2014,306.2,6894370,26117,11.7
610900,安康市,2015,304.8,7724590,29193,12.3
610900,安康市,2016,304,8428616,31770,11
610900,安康市,2017,305,2909198,NA,NA
610900,安康市,2018,304,11337700,42544,10.2
340000,安徽省,1999,5640.71,25899688,NA,23.68
340000,安徽省,2000,6278.36,28172027,NA,10.1
340000,安徽省,2001,6325.21,30066944,NA,NA
340000,安徽省,2002,6339.08,32826948,NA,NA
340000,安徽省,2003,6380.15,36619128,NA,NA
340000,安徽省,2004,6460.74,NA,NA,NA
340000,安徽省,2005,6515.53,NA,NA,NA
340000,安徽省,2006,6593.42,NA,NA,NA
340000,安徽省,2007,6673.22,NA,NA,NA
340000,安徽省,2008,6740.83,NA,NA,NA
340000,安徽省,2009,6794.52,NA,NA,NA
340000,安徽省,2010,6826.63,NA,NA,NA
340000,安徽省,2011,6876.3,156553492,NA,NA
340000,安徽省,2012,6902,176253953,NA,NA
340000,安徽省,2013,6928.5,194345749,28048,10.26
340000,安徽省,2014,6935.3,212493101,635086,NA
340000,安徽省,2015,6949.11,NA,NA,NA
340000,安徽省,2016,NA,NA,NA,NA
340000,安徽省,2017,NA,NA,NA,NA
340000,安徽省,2018,NA,NA,NA,NA
410500,安阳市,1999,512.51,2312626,NA,7.2
410500,安阳市,2000,518.66,2560095,NA,8.9
410500,安阳市,2001,521.97,2798274,NA,NA
410500,安阳市,2002,525.42,3126410,5970,11.4
410500,安阳市,2003,533.14,3617866,6869,14
410500,安阳市,2004,539.98,4634693,8747,15.9
410500,安阳市,2005,547.18,5574577,10472,14.8
410500,安阳市,2006,553.7,6460021,11736,15.83
410500,安阳市,2007,559.9,8078243,15526,18.1
410500,安阳市,2008,567.37,10360548,19924,13.15
410500,安阳市,2009,573.16,11248807,21578,11.4
410500,安阳市,2010,581.4,13155890,25330,13.5
410500,安阳市,2011,529.4,14866057,28806,12.2
410500,安阳市,2012,593,15668969,30624,7.4
410500,安阳市,2013,602,16836494,27968,7.45
410500,安阳市,2014,611.4,17918143,35210,8.7
410500,安阳市,2015,617.45,18844808,36828,7.4
410500,安阳市,2016,626,20298494,39603,8
410500,安阳市,2017,624,6166974,NA,NA
410500,安阳市,2018,627,23932238,46450,6.7
520400,安顺市,1999,NA,NA,NA,NA
520400,安顺市,2000,244.23,584571,NA,NA
520400,安顺市,2001,246.67,635033,NA,NA
520400,安顺市,2002,249.33,707276,2724,9.1
520400,安顺市,2003,250.59,787506,3042,10.4
520400,安顺市,2004,256.17,877905,3362,10.1
520400,安顺市,2005,256.88,1060334,4026,12.7
520400,安顺市,2006,260.98,1237372,4667,13.7
520400,安顺市,2007,267.36,1457813,5536,15.1
520400,安顺市,2008,270.3,1676482,6617,8.1
520400,安顺市,2009,273.49,1957038,7630,11.5
520400,安顺市,2010,279.79,2329210,NA,12.1
520400,安顺市,2011,282.3,2855509,12468,15
520400,安顺市,2012,284.4,3526171,15454,15.4
520400,安顺市,2013,285.6,4291600,15006,21.71
520400,安顺市,2014,290,5200600,22569,14.8
520400,安顺市,2015,296.49,6254100,27065,13.6
520400,安顺市,2016,300,7013500,30216,12.4
520400,安顺市,2017,301,4488895,NA,NA
520400,安顺市,2018,304,8494000,36164,10.3
621100,定西市,1999,NA,NA,NA,NA
621100,定西市,2000,NA,NA,NA,NA
621100,定西市,2001,NA,NA,NA,NA
621100,定西市,2002,NA,NA,NA,NA
621100,定西市,2003,296.35,560458,1892,10
621100,定西市,2004,296.99,630590,2126,9.04
621100,定西市,2005,291.58,713036,2396,NA
621100,定西市,2006,293.01,807964,2767,9.7
621100,定西市,2007,296.12,1001031,3398,10
621100,定西市,2008,297.81,1056400,3602,9.3
621100,定西市,2009,299.43,1319394,4491,10.3
621100,定西市,2010,300.38,1560193,5304,10.4
621100,定西市,2011,302.3,1869420,6916,12.7
621100,定西市,2012,296.3,2232711,8157,12.7
621100,定西市,2013,300.1,2522182,8407,12.97
621100,定西市,2014,301.4,2901643,10470,9.2
621100,定西市,2015,300.87,3049178,10987,8.7
621100,定西市,2016,303,3310768,11892,7
621100,定西市,2017,303,767389,NA,NA
621100,定西市,2018,304,3562609,12656,6.3
511500,宜宾市,1999,504.08,1786385,NA,9.11
511500,宜宾市,2000,508.5,2006572,NA,12.5
511500,宜宾市,2001,509.87,2293905,NA,NA
511500,宜宾市,2002,512.42,2583049,12700,12.1
511500,宜宾市,2003,515.01,2910202,5665,12.5
511500,宜宾市,2004,517.88,3490282,6212,13.2
511500,宜宾市,2005,519.19,3700352,7890,12.5
511500,宜宾市,2006,523.16,4280679,9560,13.6
511500,宜宾市,2007,526.98,5290450,11874,14.8
511500,宜宾市,2008,530.81,6458619,14489,14.6
511500,宜宾市,2009,534.93,7207800,16163,14.9
511500,宜宾市,2010,539.02,8708472,19499,15.6
511500,宜宾市,2011,542.9,10911801,24424,15.6
511500,宜宾市,2012,546.6,12427582,27865,14.06
511500,宜宾市,2013,550.4,13428937,24416,8.06
511500,宜宾市,2014,554.3,14438115,32318,8.01
511500,宜宾市,2015,552.08,15259043,34060,8.45
511500,宜宾市,2016,556,16530529,36735,8.28
511500,宜宾市,2017,555,7516818,NA,NA
511500,宜宾市,2018,552,20263707,44604,9.2
420500,宜昌市,1999,399.31,3461031,NA,-8.36
420500,宜昌市,2000,397.49,3794924,NA,9.4
420500,宜昌市,2001,397.51,4103443,NA,NA
420500,宜昌市,2002,397.27,4440603,11174,8.7
420500,宜昌市,2003,396.89,4913566,11891,9.5
420500,宜昌市,2004,398.52,5886758,14802,17.5
420500,宜昌市,2005,398.78,6080600,15253,13
420500,宜昌市,2006,400.23,6949100,17190,12.2
420500,宜昌市,2007,401.46,8209000,20355,15
420500,宜昌市,2008,400.83,10265600,25445,14.6
420500,宜昌市,2009,401.37,12723300,31476,15.1
420500,宜昌市,2010,398.55,15473200,38181,15.8
420500,宜昌市,2011,501.6,21406900,52673,16.1
420500,宜昌市,2012,399,25088900,61517,12.6
420500,宜昌市,2013,400.1,28180700,70452,12.32
420500,宜昌市,2014,400.4,31322100,76369,9.8
420500,宜昌市,2015,398.18,33848000,82360,8.9
420500,宜昌市,2016,394,37093600,89978,8.8
420500,宜昌市,2017,392,16525000,NA,NA
420500,宜昌市,2018,392,40641800,98269,7.7
360900,宜春市,1999,NA,NA,NA,NA
360900,宜春市,2000,510.2,1855800,NA,NA
360900,宜春市,2001,514.65,2040740,NA,NA
360900,宜春市,2002,519.49,2214287,4244,10.2
360900,宜春市,2003,522.27,2494974,4754,12.8
360900,宜春市,2004,525.45,2895167,5477,13
360900,宜春市,2005,528.17,3722066,6995,13.2
360900,宜春市,2006,534.66,4397203,8275,13.2
360900,宜春市,2007,539.09,5088563,9478,13.6
360900,宜春市,2008,543.97,6150000,11336,13.8
360900,宜春市,2009,549.92,7002430,12769,13.5
360900,宜春市,2010,557.93,8700005,16075,14.1
360900,宜春市,2011,109.4,10779820,19823,12.8
360900,宜春市,2012,573.1,12476000,22855,11.6
360900,宜春市,2013,578.1,13870708,23998,11.18
360900,宜春市,2014,595.6,15229911,27764,10
360900,宜春市,2015,596.99,16210204,29457,9.5
360900,宜春市,2016,602,17819520,32269,9
360900,宜春市,2017,602,2850981,NA,NA
360900,宜春市,2018,605,21808544,39199,8.1
610300,宝鸡市,1999,356.72,1827659,NA,9.7
610300,宝鸡市,2000,363.37,2031250,NA,10.5
610300,宝鸡市,2001,364.46,1950801,NA,NA
610300,宝鸡市,2002,365.21,2181500,5979,9.5
610300,宝鸡市,2003,367.1,2611200,7132,12.6
610300,宝鸡市,2004,369.2,3202970,8700,14.5
610300,宝鸡市,2005,369.53,4157900,11258,13.2
610300,宝鸡市,2006,371.78,4769300,12690,13
610300,宝鸡市,2007,376.97,5817500,15439,14.7
610300,宝鸡市,2008,377.95,7140700,18992,15.5
610300,宝鸡市,2009,378.78,8065640,21526,15
610300,宝鸡市,2010,381.09,9760900,26124,14.4
610300,宝鸡市,2011,383.2,11757520,31579,14.5
610300,宝鸡市,2012,383.9,13743280,36826,15.1
610300,宝鸡市,2013,385.6,15459100,40049,12.48
610300,宝鸡市,2014,383.8,16429000,43824,10.8
610300,宝鸡市,2015,384.54,17876280,47565,10.4
610300,宝鸡市,2016,384,19321400,51262,9.3
610300,宝鸡市,2017,381,10803650,NA,NA
610300,宝鸡市,2018,378,22651600,59988,7.2
341800,宣城市,1999,NA,NA,NA,NA
341800,宣城市,2000,274.67,1604387,NA,NA
341800,宣城市,2001,275.12,1689098,NA,NA
341800,宣城市,2002,275.47,1825966,6633,7.9
341800,宣城市,2003,274.83,2031763,7553,8.3
341800,宣城市,2004,273.02,2356600,8793,10.4
341800,宣城市,2005,273.56,2515300,9749,11.3
341800,宣城市,2006,274.21,2878800,11202,13.2
341800,宣城市,2007,275.2,3326478,13077,11.6
341800,宣城市,2008,276.75,4116100,15953,12.96
341800,宣城市,2009,277.77,4327700,16774,13.58
341800,宣城市,2010,278.36,5257000,20754,15
341800,宣城市,2011,279.4,6714000,26360,13.4
341800,宣城市,2012,279.6,7574700,29636,12.6
341800,宣城市,2013,280.2,8428049,30100,11.27
341800,宣城市,2014,279.8,9176300,35726,9
341800,宣城市,2015,279.95,9714569,37610,8.2
341800,宣城市,2016,280,10578243,40740,8.7
341800,宣城市,2017,280,3238217,NA,NA
341800,宣城市,2018,279,13172047,50065,8.3
341300,宿州市,1999,570.8,1975034,NA,15.61
341300,宿州市,2000,577.64,1780388,NA,-5.3
341300,宿州市,2001,582.95,1932239,NA,NA
341300,宿州市,2002,557.7,2074129,3735,7.5
341300,宿州市,2003,563.1,2199287,3725,1.8
341300,宿州市,2004,599.6,2791206,4096,14.1
341300,宿州市,2005,604.52,3129800,5453,8.3
341300,宿州市,2006,609.94,3590100,6276,11.5
341300,宿州市,2007,617.17,4242700,7430,11.6
341300,宿州市,2008,626.06,5111031,8982,14.05
341300,宿州市,2009,635.19,5406000,8526,12.1
341300,宿州市,2010,642.07,6505700,9945,13.1
341300,宿州市,2011,649.1,8024267,14971,13.7
341300,宿州市,2012,651.7,9149528,17308,12.5
341300,宿州市,2013,641.9,10143289,15800,10.86
341300,宿州市,2014,642.3,11405288,20895,9.7
341300,宿州市,2015,649.51,12358259,22415,8.89
341300,宿州市,2016,654,13518116,24270,9.1
341300,宿州市,2017,656,6442018,NA,NA
341300,宿州市,2018,657,16302217,28757,8.5
321300,宿迁市,1999,499.73,1820013,NA,11.84
321300,宿迁市,2000,505.24,2006512,NA,11
321300,宿迁市,2001,510.84,2231631,NA,NA
321300,宿迁市,2002,513,2470292,4826,11.2
321300,宿迁市,2003,517.26,2781900,5400,12.1
321300,宿迁市,2004,521.4,3355900,6462,13.8
321300,宿迁市,2005,524.54,3759300,7188,14.7
321300,宿迁市,2006,529.47,4542000,8618,15
321300,宿迁市,2007,531.53,5420000,10217,15.3
321300,宿迁市,2008,534.58,6550600,12289,13.3
321300,宿迁市,2009,540.6,8268532,15381,13.5
321300,宿迁市,2010,546.28,10640900,22525,13.7
321300,宿迁市,2011,555.1,13208278,27839,12.8
321300,宿迁市,2012,560.3,15220300,31722,13
321300,宿迁市,2013,572.1,17062756,29830,12.11
321300,宿迁市,2014,580.7,19306800,39963,10.8
321300,宿迁市,2015,586.28,21261900,43853,10
321300,宿迁市,2016,592,23511200,48311,9.1
321300,宿迁市,2017,591,9464340,NA,NA
321300,宿迁市,2018,591,27507200,55906,6.8
370000,山东省,1999,7724.19,71871414,NA,5.63
370000,山东省,2000,8975.46,85821934,NA,18
370000,山东省,2001,9020.49,96102462,NA,NA
370000,山东省,2002,9069.31,108572636,NA,NA
370000,山东省,2003,9108.46,129209356,NA,NA
370000,山东省,2004,9163.37,NA,NA,NA
370000,山东省,2005,9212.45,NA,NA,NA
370000,山东省,2006,9282.3,NA,NA,NA
370000,山东省,2007,9345.57,NA,NA,NA
370000,山东省,2008,9386.94,NA,NA,NA
370000,山东省,2009,9449.45,NA,NA,NA
370000,山东省,2010,9536.28,NA,NA,NA
370000,山东省,2011,662.7,461414148,NA,NA
370000,山东省,2012,9579.7,508838086,NA,NA
370000,山东省,2013,9612.1,555180119,57759,9.11
370000,山东省,2014,9747.1,597643947,1135917,NA
370000,山东省,2015,9821.71,NA,NA,NA
370000,山东省,2016,NA,NA,NA,NA
370000,山东省,2017,NA,NA,NA,NA
370000,山东省,2018,NA,NA,NA,NA
542200,山南市,2016,35,NA,NA,NA
542200,山南市,2017,35,493693,NA,NA
542200,山南市,2018,36,1643200,44207,9.1
140000,山西省,1999,1353.83,9446766,NA,-3.1
140000,山西省,2000,2854.35,15753576,NA,64.1
140000,山西省,2001,2881.95,17242004,NA,NA
140000,山西省,2002,2902.75,19568657,NA,NA
140000,山西省,2003,3268.13,25026418,NA,NA
140000,山西省,2004,3293.76,NA,NA,NA
140000,山西省,2005,3300.51,NA,NA,NA
140000,山西省,2006,3354.11,NA,NA,NA
140000,山西省,2007,3399.93,NA,NA,NA
140000,山西省,2008,3434.84,NA,NA,NA
140000,山西省,2009,3463.18,NA,NA,NA
140000,山西省,2010,3473.63,NA,NA,NA
140000,山西省,2011,3519.1,111489646,NA,NA
140000,山西省,2012,3518.5,123209646,NA,NA
140000,山西省,2013,3555.4,126537304,35594,2.7
140000,山西省,2014,3563.5,127577479,407206,NA
140000,山西省,2015,3498.02,NA,NA,NA
140000,山西省,2016,NA,NA,NA,NA
140000,山西省,2017,NA,NA,NA,NA
140000,山西省,2018,NA,NA,NA,NA
430600,岳阳市,1999,519.22,3312443,NA,9.11
430600,岳阳市,2000,523,3640400,NA,-0.5
430600,岳阳市,2001,523.65,4069650,NA,NA
430600,岳阳市,2002,525.54,4520156,8616,10.5
430600,岳阳市,2003,527.83,4951877,9400,10.8
430600,岳阳市,2004,529.35,5903086,11736,12.1
430600,岳阳市,2005,531.82,6348661,12532,12.5
430600,岳阳市,2006,538.7,7334020,14331,12.4
430600,岳阳市,2007,542.94,9158376,17799,15.2
430600,岳阳市,2008,551.51,11057360,21410,14
430600,岳阳市,2009,558.68,12721499,24542,14.02
430600,岳阳市,2010,565.62,15393576,28110,14.78
430600,岳阳市,2011,289,18994920,34629,14.2
430600,岳阳市,2012,573,21999170,39968,12.22
430600,岳阳市,2013,560,24355050,43491,10.71
430600,岳阳市,2014,563.3,26693384,47862,9.3
430600,岳阳市,2015,564.39,28862800,51429,8.7
430600,岳阳市,2016,571,31008720,54832,7.8
430600,岳阳市,2017,567,13125986,NA,NA
430600,岳阳市,2018,569,34110068,59165,8.3
451400,崇左市,1999,NA,NA,NA,NA
451400,崇左市,2000,NA,NA,NA,NA
451400,崇左市,2001,NA,NA,NA,NA
451400,崇左市,2002,226.51,1015266,4486,10.3
451400,崇左市,2003,227.89,1064853,4687,8.3
451400,崇左市,2004,229.67,1287343,5627,12.8
451400,崇左市,2005,230.65,1511295,6566,13.9
451400,崇左市,2006,233.2,1940282,8366,17.1
451400,崇左市,2007,236.89,2318725,10826,16.6
451400,崇左市,2008,240,2648005,12226,11.8
451400,崇左市,2009,241.96,3043555,13921,12.6
451400,崇左市,2010,243.35,3923691,18583,13.1
451400,崇左市,2011,246.6,4918478,24557,10.52
451400,崇左市,2012,245.4,5305064,26288,11.75
451400,崇左市,2013,246.5,5846288,23669,10.2
451400,崇左市,2014,248.2,6497236,31944,8.34
451400,崇左市,2015,248.8,6828231,33355,8.02
451400,崇左市,2016,251,7662005,37161,8.2
451400,崇左市,2017,250,1936177,NA,NA
451400,崇左市,2018,252,10164916,48564,11.34
341400,巢湖市,1999,445.5,2084849,NA,NA
341400,巢湖市,2000,448.86,1902267,NA,-8.4
341400,巢湖市,2001,451.37,2052484,NA,NA
341400,巢湖市,2002,452.61,2227315,4928,8.4
341400,巢湖市,2003,453.3,2482739,5553,9.5
341400,巢湖市,2004,453.96,2946200,6495,11.7
341400,巢湖市,2005,453.06,3018700,7136,11.2
341400,巢湖市,2006,452.62,3444000,8339,12.2
341400,巢湖市,2007,455.03,4039900,9809,13.34
341400,巢湖市,2008,456.8,4793300,11600,13.2
341400,巢湖市,2009,458.6,5293628,12280,12.35
341400,巢湖市,2010,460.51,6297332,16158,13.2
511900,巴中市,1999,NA,NA,NA,NA
511900,巴中市,2000,346.71,840097,NA,NA
511900,巴中市,2001,350.29,864925,NA,NA
511900,巴中市,2002,353.52,956326,2718,10.5
511900,巴中市,2003,356.06,1082321,3051,12.3
511900,巴中市,2004,361.09,1246570,4161,13.3
511900,巴中市,2005,362.96,1290055,4237,11.4
511900,巴中市,2006,370.45,1460812,4705,10.6
511900,巴中市,2007,374.22,1761156,5632,12
511900,巴中市,2008,398.57,2137624,6806,12.3
511900,巴中市,2009,401.18,2383161,7548,14.3
511900,巴中市,2010,388.01,2809074,8618,14.7
511900,巴中市,2011,389.4,3433939,10433,15.2
511900,巴中市,2012,390,3904003,11823,13.9
511900,巴中市,2013,390.2,4159422,10665,6.54
511900,巴中市,2014,383.1,4566596,13756,9
511900,巴中市,2015,379.52,5013438,15076,8.6
511900,巴中市,2016,375,5446605,16415,7.8
511900,巴中市,2017,376,2169990,NA,NA
511900,巴中市,2018,368,6458842,19458,8
150800,巴彦淖尔市,1999,NA,NA,NA,NA
150800,巴彦淖尔市,2000,NA,NA,NA,NA
150800,巴彦淖尔市,2001,NA,NA,NA,NA
150800,巴彦淖尔市,2002,NA,NA,NA,NA
150800,巴彦淖尔市,2003,176.13,1513733,8643,13.2
150800,巴彦淖尔市,2004,177.91,1894893,10774,21.5
150800,巴彦淖尔市,2005,175.87,2170292,12560,24
150800,巴彦淖尔市,2006,179.41,2782323,16045,18
150800,巴彦淖尔市,2007,182.3,3551474,20423,17.3
150800,巴彦淖尔市,2008,185,4390600,25237,17.8
150800,巴彦淖尔市,2009,173.3,5098658,29384,19.3
150800,巴彦淖尔市,2010,186.34,6033292,35463,13.5
150800,巴彦淖尔市,2011,186.8,7184502,43118,10.5
150800,巴彦淖尔市,2012,186.7,8133300,48812,10.3
150800,巴彦淖尔市,2013,183.2,8348900,45622,2.65
150800,巴彦淖尔市,2014,178.6,8674600,51872,7.8
150800,巴彦淖尔市,2015,174.7,8874300,53000,7.5
150800,巴彦淖尔市,2016,175,9153800,54480,7
150800,巴彦淖尔市,2017,174,2421916,NA,NA
150800,巴彦淖尔市,2018,174,8131300,48193,5.3
320400,常州市,1999,339.71,5387217,NA,10
320400,常州市,2000,341.48,6006573,NA,11
320400,常州市,2001,341.52,6729008,NA,NA
320400,常州市,2002,343.24,7606035,22215,12.1
320400,常州市,2003,346.22,9014200,26149,14.5
320400,常州市,2004,348.97,11006100,31665,15.5
320400,常州市,2005,351.63,13033600,31997,15.2
320400,常州市,2006,354.67,15694600,44440,15.2
320400,常州市,2007,357.38,18812800,52840,15.6
320400,常州市,2008,358.74,22022300,61503,12.4
320400,常州市,2009,359.82,25199300,70138,11.7
320400,常州市,2010,360.8,30448900,67327,13.1
320400,常州市,2011,362.9,35809857,77485,12.2
320400,常州市,2012,364.8,39698700,85039,11.5
320400,常州市,2013,365.9,43609347,119151,9.85
320400,常州市,2014,368.6,49018700,104423,10.1
320400,常州市,2015,370.85,52731500,112221,9.2
320400,常州市,2016,375,57738600,122721,8.5
320400,常州市,2017,379,57722100,NA,NA
320400,常州市,2018,382,70502700,149277,7
430700,常德市,1999,596.56,3193840,NA,7.96
430700,常德市,2000,600,3497961,NA,9
430700,常德市,2001,596.04,3985929,NA,NA
430700,常德市,2002,598.19,4432084,7421,11.2
430700,常德市,2003,600.2,4865833,8121,11.3
430700,常德市,2004,601.05,5833656,11014,12.5
430700,常德市,2005,602.42,6341680,11811,11.8
430700,常德市,2006,607.75,7238368,13338,12.1
430700,常德市,2007,611.99,8640845,15901,14.6
430700,常德市,2008,614.16,10496975,19201,13.2
430700,常德市,2009,616.69,12392306,22496,12.1
430700,常德市,2010,623.11,14915686,26551,15.2
430700,常德市,2011,127,18111879,31644,14.1
430700,常德市,2012,629,20385039,35475,12.13
430700,常德市,2013,607.2,22649358,37314,11.11
430700,常德市,2014,608.7,25141545,43215,10.55
430700,常德市,2015,609.18,27090169,46408,8.7
430700,常德市,2016,611,29538202,50543,8.7
430700,常德市,2017,606,16105239,NA,NA
430700,常德市,2018,605,33942030,58160,8.2
620800,平凉市,1999,NA,NA,NA,NA
620800,平凉市,2000,NA,NA,NA,NA
620800,平凉市,2001,NA,NA,NA,NA
620800,平凉市,2002,222.18,727784,3313,10.4
620800,平凉市,2003,222.28,806051,3627,11.1
620800,平凉市,2004,222.93,963426,4322,12.6
620800,平凉市,2005,218.15,4749203,4915,12.2
620800,平凉市,2006,225.48,1255928,5742,12
620800,平凉市,2007,226.83,1478204,6753,12.5
620800,平凉市,2008,228.23,1750618,7982,11.5
620800,平凉市,2009,229.77,1956563,8899,10.5
620800,平凉市,2010,231.82,2318873,10504,14.5
620800,平凉市,2011,233,2761872,13320,14
620800,平凉市,2012,234,3245086,15607,13.8
620800,平凉市,2013,231.9,3410775,14702,5.11
620800,平凉市,2014,233.7,3505533,16776,8
620800,平凉市,2015,233.08,3476994,18490,7.6
620800,平凉市,2016,234,3673000,17486,7
620800,平凉市,2017,234,1286773,NA,NA
620800,平凉市,2018,234,3951651,17225,2.1
410400,平顶山市,1999,480.27,2494817,NA,6.51
410400,平顶山市,2000,479.24,2715029,NA,7.6
410400,平顶山市,2001,481.67,2953438,NA,NA
410400,平顶山市,2002,484.99,3215130,6584,8.8
410400,平顶山市,2003,489.11,3656628,7502,10.7
410400,平顶山市,2004,494.44,4698229,9598,15.8
410400,平顶山市,2005,499.25,5609931,11407,15.4
410400,平顶山市,2006,507.75,6754105,13414,15.98
410400,平顶山市,2007,516.7,8211632,16976,16.2
410400,平顶山市,2008,523.94,10677008,21998,13.65
410400,平顶山市,2009,532.36,11278100,23018,10.01
410400,平顶山市,2010,539.59,13108394,26730,11.2
410400,平顶山市,2011,106,14846148,30227,11.1
410400,平顶山市,2012,545.6,14957963,30380,6.8
410400,平顶山市,2013,537.5,15568788,28938,4.08
410400,平顶山市,2014,557.1,16371717,33014,7.3
410400,平顶山市,2015,562.29,17057781,33984,6.66
410400,平顶山市,2016,568,18251414,36708,7.71
410400,平顶山市,2017,567,5649429,NA,NA
410400,平顶山市,2018,570,21352232,42587,7.48
440000,广东省,1999,7298.89,95043348,NA,11.46
440000,广东省,2000,7498.52,105934404,NA,10.8
440000,广东省,2001,7565.34,118078082,NA,NA
440000,广东省,2002,7649.3,130561838,NA,NA
440000,广东省,2003,7723.19,153766856,NA,NA
440000,广东省,2004,7814.29,NA,NA,NA
440000,广东省,2005,8393.34,NA,NA,NA
440000,广东省,2006,8044.66,NA,NA,NA
440000,广东省,2007,8151.61,NA,NA,NA
440000,广东省,2008,8262.64,NA,NA,NA
440000,广东省,2009,8365.98,NA,NA,NA
440000,广东省,2010,8521.55,NA,NA,NA
440000,广东省,2011,1010.1,555906768,NA,NA
440000,广东省,2012,8625.3,604350640,NA,NA
440000,广东省,2013,8745.6,671296007,76755,11.08
440000,广东省,2014,8872.5,731207891,1187295,NA
440000,广东省,2015,8993.71,NA,NA,NA
440000,广东省,2016,NA,NA,NA,NA
440000,广东省,2017,NA,NA,NA,NA
440000,广东省,2018,NA,NA,NA,NA
510800,广元市,1999,301.39,849752,NA,2.15
510800,广元市,2000,302.58,862872,NA,1.8
510800,广元市,2001,303.2,878912,NA,NA
510800,广元市,2002,303.76,940993,3101,6.6
510800,广元市,2003,304.08,1040781,3425,10
510800,广元市,2004,303.91,1274716,4789,13.1
510800,广元市,2005,304.26,1451893,4731,12.3
510800,广元市,2006,306,1664814,6100,12.8
