code,city,year,population,gdp,gdpp,gdpg
230900,七台河市,1999,84.9,529811,NA,7.67
230900,七台河市,2000,86.32,562078,NA,5.1
230900,七台河市,2001,86.63,614451,NA,NA
230900,七台河市,2002,86.34,696552,8054,11.5
230900,七台河市,2003,87.44,796885,9171,12
230900,七台河市,2004,88.15,965164,10994,13
230900,七台河市,2005,88.43,1002149,11989,13.2
230900,七台河市,2006,89.07,1142269,12870,12.5
230900,七台河市,2007,89.51,1351595,15137,14.9
230900,七台河市,2008,90.22,1871613,20826,25.6
230900,七台河市,2009,92.77,2336262,25534,26
230900,七台河市,2010,92.86,3052237,32890,25.1
230900,七台河市,2011,92.7,3080590,33209,5.3
230900,七台河市,2012,92.4,2989081,32308,8.3
230900,七台河市,2013,92,2409883,26194,-19.38
230900,七台河市,2014,88.2,2142590,25123,2.4
230900,七台河市,2015,83.11,2126515,24823,4.1
230900,七台河市,2016,80,2166414,26500,0.6
230900,七台河市,2017,79,1757953,NA,NA
230900,七台河市,2018,78,2503258,32028,5.6
460200,三亚市,1999,46.22,256102,NA,10.01
460200,三亚市,2000,47.51,295398,NA,13.8
460200,三亚市,2001,48.6,318613,NA,NA
460200,三亚市,2002,49.57,358800,7313,12.2
460200,三亚市,2003,50.39,411659,8236,12.7
460200,三亚市,2004,50.75,482348,9538,13.2
460200,三亚市,2005,51.19,742144,14560,13
460200,三亚市,2006,52.42,1092608,21089,14.5
460200,三亚市,2007,53.52,1223161,26414,22.1
460200,三亚市,2008,54.58,1443178,30572,16.8
460200,三亚市,2009,55.71,1733198,35750,17.2
460200,三亚市,2010,57.01,2308509,46596,20.3
460200,三亚市,2011,58.1,2837549,45421,14.2
460200,三亚市,2012,57.3,3309625,46366,9.3
460200,三亚市,2013,57.7,3734888,64395,12.85
460200,三亚市,2014,58.6,4022558,54584,5.5
460200,三亚市,2015,57.78,4358202,58486,8.1
460200,三亚市,2016,58,4755567,63273,7.8
460200,三亚市,2017,59,5298048,NA,NA
460200,三亚市,2018,61,5955057,77429,7.2
350400,三明市,1999,266.07,2398875,NA,9.79
350400,三明市,2000,266.72,2549813,NA,7.6
350400,三明市,2001,267.1,2720804,NA,NA
350400,三明市,2002,267.49,2865663,10679,8.5
350400,三明市,2003,267.66,3206821,12237,10
350400,三明市,2004,267.94,3758431,14307,10.3
350400,三明市,2005,268.13,3928434,14909,10.1
350400,三明市,2006,268.64,4535752,17181,13.1
350400,三明市,2007,269.5,5456879,20749,15.5
350400,三明市,2008,270.15,6669222,25407,14.2
350400,三明市,2009,271.06,8002444,30370,13.2
350400,三明市,2010,272.73,9751020,37917,13.2
350400,三明市,2011,273.4,12118142,48376,14.1
350400,三明市,2012,274.2,13392862,53422,12.2
350400,三明市,2013,278.5,14775868,53151,10.33
350400,三明市,2014,284,16212064,64590,9.57
350400,三明市,2015,284.12,17130478,67978,8.47
350400,三明市,2016,287,18608197,73261,7.8
350400,三明市,2017,288,4532584,NA,NA
350400,三明市,2018,289,23537162,91406,7.55
460300,三沙市,2012,0.1,NA,NA,NA
460300,三沙市,2013,NA,NA,NA,NA
460300,三沙市,2014,NA,NA,NA,NA
460300,三沙市,2015,0.04,NA,NA,NA
460300,三沙市,2016,0,NA,NA,NA
460300,三沙市,2017,NA,NA,NA,NA
460300,三沙市,2018,NA,NA,NA,NA
411200,三门峡市,1999,215.38,1520925,NA,8.04
411200,三门峡市,2000,217.07,1686397,NA,9.2
411200,三门峡市,2001,217.89,1811926,NA,NA
411200,三门峡市,2002,219.51,1971858,9016,8.7
411200,三门峡市,2003,220.9,2245634,10181,11.5
411200,三门峡市,2004,223.29,2746518,12416,13.4
411200,三门峡市,2005,222.48,3351823,15124,14.8
411200,三门峡市,2006,225.02,4121470,18420,16.86
411200,三门峡市,2007,226.57,5184183,23201,18.7
411200,三门峡市,2008,227.69,6542124,29515,15.08
411200,三门峡市,2009,229.56,7027459,31587,12.1
411200,三门峡市,2010,230.3,8744157,39176,15.2
411200,三门峡市,2011,517.6,10304485,46049,13.1
411200,三门峡市,2012,226.1,11273204,50408,12
411200,三门峡市,2013,226.8,11920868,52515,5.75
411200,三门峡市,2014,227.8,12400597,55259,9
411200,三门峡市,2015,228.27,12510383,55681,3.3
411200,三门峡市,2016,229,13258631,58894,7.5
411200,三门峡市,2017,228,4316182,NA,NA
411200,三门峡市,2018,227,15281244,67294,8
310000,上海市,1999,1313.12,40349600,NA,10.19
310000,上海市,2000,1321.63,45511500,NA,10.8
310000,上海市,2001,1327.14,49508400,NA,NA
310000,上海市,2002,1334.23,54087600,40646,10.9
310000,上海市,2003,1341.77,62508100,46718,11.8
310000,上海市,2004,1352.39,74502700,55307,13.64
310000,上海市,2005,1360.26,91541800,51474,11.1
310000,上海市,2006,1368.08,103663700,57695,12
310000,上海市,2007,1378.86,121888500,66367,14.3
310000,上海市,2008,1391.04,136981500,73124,9.7
310000,上海市,2009,1400.7,150464500,78989,8.24
310000,上海市,2010,1412.32,171659800,76074,10.34
310000,上海市,2011,1419.4,191956900,82560,8.2
310000,上海市,2012,1426.9,201817200,85373,7.5
310000,上海市,2013,1432.3,216021200,150853,7.04
310000,上海市,2014,1438.7,235677000,97370,7
310000,上海市,2015,1442.97,251234500,103796,6.9
310000,上海市,2016,1450,281786500,116562,6.9
310000,上海市,2017,1455,306329900,NA,NA
310000,上海市,2018,1462,326798700,134982,6.6
361100,上饶市,1999,NA,NA,NA,NA
361100,上饶市,2000,642.72,1734310,NA,NA
361100,上饶市,2001,648.2,1908609,NA,NA
361100,上饶市,2002,622.13,2185000,3357,13.1
361100,上饶市,2003,657.38,2527563,4048,14.1
361100,上饶市,2004,668.82,3010663,4787,14.5
361100,上饶市,2005,676,3881089,6130,13.5
361100,上饶市,2006,690.52,4514277,7082,13.6
361100,上饶市,2007,704.16,5281238,8228,13.4
361100,上饶市,2008,716.35,6283382,9718,13.5
361100,上饶市,2009,728.27,7285029,11184,13.6
361100,上饶市,2010,740.33,9010029,13741,14.8
361100,上饶市,2011,528.9,11105823,16813,13.08
361100,上饶市,2012,760.3,12653897,19077,11.5
361100,上饶市,2013,759.7,14013134,18438,10.74
361100,上饶市,2014,773.1,15502360,23221,9.9
361100,上饶市,2015,774.4,16508064,24633,9.5
361100,上饶市,2016,782,18177664,26996,9
361100,上饶市,2017,783,6203743,NA,NA
361100,上饶市,2018,789,22174758,32555,9
441900,东莞市,1999,314.63,854599,NA,11.17
441900,东莞市,2000,152.61,4897332,NA,17.9
441900,东莞市,2001,153.89,5789340,NA,NA
441900,东莞市,2002,156.19,6728910,43401,18.5
441900,东莞市,2003,158.96,9479654,60158,19.5
441900,东莞市,2004,161.97,11552982,71997,19.6
441900,东莞市,2005,656.07,21816245,33263,19.4
441900,东莞市,2006,168.31,26265085,39468,19.2
441900,东莞市,2007,171.26,31519126,46027,18.2
441900,东莞市,2008,174.87,37025344,53285,14
441900,东莞市,2009,178.73,37639142,56601,5.3
441900,东莞市,2010,181.77,42464527,66351,10.3
441900,东莞市,2011,5332.1,47353949,57470,8
441900,东莞市,2012,187,50101727,58804,6.1
441900,东莞市,2013,188.9,54900207,290477,9.58
441900,东莞市,2014,191.4,58813173,70605,7.77
441900,东莞市,2015,195.01,62750737,75616,8
441900,东莞市,2016,201,68276868,82682,8.1
441900,东莞市,2017,211,NA,NA,NA
441900,东莞市,2018,232,82785920,98939,7.42
370500,东营市,1999,170.64,3308400,NA,8.49
370500,东营市,2000,172.14,4651100,NA,9.2
370500,东营市,2001,173.57,5015200,NA,NA
370500,东营市,2002,175.39,5403000,30966,11.5
370500,东营市,2003,176.81,6960800,39528,16.7
370500,东营市,2004,178.83,8925300,50193,17.2
370500,东营市,2005,180.5,11661400,64907,17.7
370500,东营市,2006,181.82,14503100,74048,17
370500,东营市,2007,183.09,16648004,84081,16.1
370500,东营市,2008,183.97,20526200,102741,13.7
370500,东营市,2009,184.59,20589700,102370,12.4
370500,东营市,2010,184.87,23599400,116448,13.4
370500,东营市,2011,656.6,26763500,130811,12.7
370500,东营市,2012,185.5,30006600,145395,12.1
370500,东营市,2013,187,32502000,173807,8.32
370500,东营市,2014,189.1,34304900,163982,10
370500,东营市,2015,190.62,34506400,163938,6.9
370500,东营市,2016,193,34796000,164024,7
370500,东营市,2017,195,26365857,NA,NA
370500,东营市,2018,197,41524700,191942,4.5
640500,中卫市,1999,NA,NA,NA,NA
640500,中卫市,2000,NA,NA,NA,NA
640500,中卫市,2001,NA,NA,NA,NA
640500,中卫市,2002,NA,NA,NA,NA
640500,中卫市,2003,NA,NA,NA,NA
640500,中卫市,2004,102.26,505381,4961,8.8
640500,中卫市,2005,102.84,658484,6423,11.2
640500,中卫市,2006,104.19,750050,7246,11.9
640500,中卫市,2007,106.04,896641,8800,23.33
640500,中卫市,2008,114.17,1191009,10498,14.1
640500,中卫市,2009,116.65,1429824,12617,13.8
640500,中卫市,2010,118.12,1731892,15596,13.31
640500,中卫市,2011,119.2,2215901,19624,13.6
640500,中卫市,2012,120,2505881,22779,12.2
640500,中卫市,2013,121.5,2868250,23705,14.46
640500,中卫市,2014,122.2,2975704,26354,5.3
640500,中卫市,2015,120.17,3168907,27857,6.2
640500,中卫市,2016,121,3391289,29549,6.8
640500,中卫市,2017,122,1716928,NA,NA
640500,中卫市,2018,122,4029947,34653,6
442000,中山市,1999,247.87,1537796,NA,10.36
442000,中山市,2000,133.75,3128236,NA,11.8
442000,中山市,2001,134.83,3625016,NA,NA
442000,中山市,2002,136.03,4156701,30693,16.5
442000,中山市,2003,137.86,5014043,36614,18.6
442000,中山市,2004,139.45,6101413,44005,18.72
442000,中山市,2005,140.82,8802018,36208,23.2
442000,中山市,2006,142.26,10363164,42058,16.8
442000,中山市,2007,145.15,12380456,49488,15.7
442000,中山市,2008,146.43,14085194,56106,10.5
442000,中山市,2009,147.86,15664106,62304,10.2
442000,中山市,2010,149.18,18506521,73348,13.9
442000,中山市,2011,827.2,21931985,70014,13.1
442000,中山市,2012,152,24410432,77527,11
442000,中山市,2013,154.1,26389329,171359,8.11
442000,中山市,2014,156.1,28230069,88682,8
442000,中山市,2015,158.68,30100326,94030,8.42
442000,中山市,2016,161,32027780,99471,7.8
442000,中山市,2017,170,NA,NA,NA
442000,中山市,2018,177,36327013,110585,5.9
141000,临汾市,1999,NA,NA,NA,NA
141000,临汾市,2000,401.16,1711008,NA,NA
141000,临汾市,2001,405.09,1924352,NA,NA
141000,临汾市,2002,409.09,2239068,5575,14.1
141000,临汾市,2003,411.4,2953034,7298,15.5
141000,临汾市,2004,415.1,3759352,9221,15.7
141000,临汾市,2005,412.31,5231628,12741,14.6
141000,临汾市,2006,416.95,5887387,14242,13.3
141000,临汾市,2007,426.91,6580869,15821,10.3
141000,临汾市,2008,431.92,7546316,18031,4.2
141000,临汾市,2009,437.04,7668659,18215,10.42
141000,临汾市,2010,437.32,8901440,20851,16.9
141000,临汾市,2011,440.1,11360573,26220,15.3
141000,临汾市,2012,425.2,12210801,28031,10.1
141000,临汾市,2013,427.2,12239045,28663,0.23
141000,临汾市,2014,429,12132401,27557,4.6
141000,临汾市,2015,430.59,11611090,26239,0.3
141000,临汾市,2016,434,12051761,27102,3.4
141000,临汾市,2017,433,2829721,NA,NA
141000,临汾市,2018,433,14400430,32066,2.8
371300,临沂市,1999,994.27,5015900,NA,11.05
371300,临沂市,2000,1001.38,5546000,NA,11.4
371300,临沂市,2001,1005.25,6231500,NA,NA
371300,临沂市,2002,1008.45,7021300,6974,12.7
371300,临沂市,2003,1011.05,8346000,8264,17.8
371300,临沂市,2004,1015.04,10120000,10000,17
371300,临沂市,2005,1018.63,12117800,12480,17.2
371300,临沂市,2006,1022.73,14048600,14400,16.3
371300,临沂市,2007,1027.5,16604600,16962,16.2
371300,临沂市,2008,1034.47,19582000,19949,13.2
371300,临沂市,2009,1041.54,20691100,20983,13.4
371300,临沂市,2010,1072.69,23999900,23886,12.9
371300,临沂市,2011,478.7,27704500,27503,12
371300,临沂市,2012,1083.8,30128100,29808,11.8
371300,临沂市,2013,1090.4,33368100,30613,10.75
371300,临沂市,2014,1113.2,35698000,35032,10.1
371300,临沂市,2015,1124.04,37631700,36656,7.1
371300,临沂市,2016,1141,40267500,38803,7.6
371300,临沂市,2017,1162,18035241,NA,NA
371300,临沂市,2018,1180,47178000,44534,7.3
530900,临沧市,1999,NA,NA,NA,NA
530900,临沧市,2000,NA,NA,NA,NA
530900,临沧市,2001,NA,NA,NA,NA
530900,临沧市,2002,NA,NA,NA,NA
530900,临沧市,2003,216.96,731542,3198,10.5
530900,临沧市,2004,218.33,838988,3635,11
530900,临沧市,2005,219.58,965139,4103,8.8
530900,临沧市,2006,220.61,1141738,4831,12.2
530900,临沧市,2007,222.77,1357830,5737,12.9
530900,临沧市,2008,224.66,1568740,6605,11.1
530900,临沧市,2009,239.6,1813326,7590,11.4
530900,临沧市,2010,243.18,2169731,8988,12.2
530900,临沧市,2011,235.7,2724334,11166,15.2
530900,临沧市,2012,236.4,3529771,14376,16.8
530900,临沧市,2013,236.4,4160951,17631,17.88
530900,临沧市,2014,237.8,4651215,18710,11.2
530900,临沧市,2015,235.31,5021223,20077,10
530900,临沧市,2016,237,5508172,21906,10.2
530900,临沧市,2017,239,1065841,NA,NA
530900,临沧市,2018,241,6300199,24892,9.3
210600,丹东市,1999,240.53,1660695,NA,6.29
210600,丹东市,2000,240.97,1728908,NA,7.4
210600,丹东市,2001,241.01,1865795,NA,NA
210600,丹东市,2002,241.3,2026475,8403,9.5
210600,丹东市,2003,241.22,2329453,9655,13.1
210600,丹东市,2004,240.97,2905058,12050,16.8
210600,丹东市,2005,242.39,3263156,13502,16.4
210600,丹东市,2006,242.52,3853331,15893,16.1
210600,丹东市,2007,242.8,4640241,19119,16.2
210600,丹东市,2008,242.7,5638618,23223,16.1
210600,丹东市,2009,242.64,6075211,25034,16.5
210600,丹东市,2010,241.36,7288908,29893,15.8
210600,丹东市,2011,241.1,8886676,36841,13.6
210600,丹东市,2012,240.5,10153733,42171,10.51
210600,丹东市,2013,239.7,11072964,46137,9.05
210600,丹东市,2014,239.5,10226035,42291,5.6
210600,丹东市,2015,238.15,9849006,40850,-3
210600,丹东市,2016,238,7512352,31223,-2.1
210600,丹东市,2017,235,2298381,NA,NA
210600,丹东市,2018,234,8167389,34193,0.44
331100,丽水市,1999,NA,NA,NA,NA
331100,丽水市,2000,248.58,1367613,NA,NA
331100,丽水市,2001,248.73,1589669,NA,NA
331100,丽水市,2002,249.28,1851028,7434,13.4
331100,丽水市,2003,249.4,2202878,8835,14.5
331100,丽水市,2004,250.66,2645690,10582,14.9
331100,丽水市,2005,251.39,3059863,12189,13.8
331100,丽水市,2006,252.53,3553709,14104,13.8
331100,丽水市,2007,253.99,4338900,17133,15.9
331100,丽水市,2008,255.43,5056756,22053,11.8
331100,丽水市,2009,257.39,5465482,23717,10.6
331100,丽水市,2010,259.65,6632932,31296,12.9
331100,丽水市,2011,251.3,7982174,37706,11.5
331100,丽水市,2012,262.6,8941046,42244,10.5
331100,丽水市,2013,263.9,9830769,37238,9.95
331100,丽水市,2014,265.7,10517517,49459,7
331100,丽水市,2015,266.38,11032922,51676,6.37
331100,丽水市,2016,268,12102414,56238,7.12
331100,丽水市,2017,269,3261953,NA,NA
331100,丽水市,2018,270,13946650,63611,8.17
530700,丽江市,1999,NA,NA,NA,NA
530700,丽江市,2000,NA,NA,NA,NA
530700,丽江市,2001,NA,NA,NA,NA
530700,丽江市,2002,111.18,369480,3329,9.7
530700,丽江市,2003,111.88,414050,3712,12.6
530700,丽江市,2004,112.73,503780,4486,14.4
530700,丽江市,2005,113.76,603328,5328,10.8
530700,丽江市,2006,115.42,701749,5810,12.9
530700,丽江市,2007,118.02,848176,6984,13.93
530700,丽江市,2008,119.49,1011490,8301,18
530700,丽江市,2009,120.53,1206746,9863,13
530700,丽江市,2010,120.44,1435885,11680,15.22
530700,丽江市,2011,121.2,1785015,14279,16.5
530700,丽江市,2012,119,2122389,16870,15.8
530700,丽江市,2013,120.1,2488114,20734,17.23
530700,丽江市,2014,121.2,2618385,20663,4.6
530700,丽江市,2015,120.86,2896117,20724,9
530700,丽江市,2016,122,3092899,24116,7
530700,丽江市,2017,123,1242906,NA,NA
530700,丽江市,2018,123,3507628,27128,9.3
150900,乌兰察布市,1999,NA,NA,NA,NA
150900,乌兰察布市,2000,NA,NA,NA,NA
150900,乌兰察布市,2001,NA,NA,NA,NA
150900,乌兰察布市,2002,NA,NA,NA,NA
150900,乌兰察布市,2003,270.6,1553002,5739,29.3
150900,乌兰察布市,2004,271.62,1831763,6760,8.6
150900,乌兰察布市,2005,272.52,2302063,8480,21
150900,乌兰察布市,2006,278.16,2850871,10268,16.7
150900,乌兰察布市,2007,284.26,3440007,16071,13.7
150900,乌兰察布市,2008,287.11,4346864,20358,13.6
150900,乌兰察布市,2009,289.72,5000100,23489,13.5
150900,乌兰察布市,2010,287.02,5676016,26604,11
150900,乌兰察布市,2011,288.8,6900415,32246,13.1
150900,乌兰察布市,2012,287,7811700,36721,10.3
150900,乌兰察布市,2013,283.3,8337947,29463,6.74
150900,乌兰察布市,2014,277,8737258,41138,7.8
150900,乌兰察布市,2015,273.87,9137748,43221,8
150900,乌兰察布市,2016,274,9388700,44517,6.8
150900,乌兰察布市,2017,272,1534132,NA,NA
150900,乌兰察布市,2018,271,7645200,36418,5.5
150300,乌海市,1999,40.24,338519,NA,4.55
150300,乌海市,2000,39.72,382203,NA,13.9
150300,乌海市,2001,40.59,439207,NA,NA
150300,乌海市,2002,41.2,513994,12338,17.2
150300,乌海市,2003,41.6,676298,16344,26.3
150300,乌海市,2004,42.23,913666,20081,31.7
150300,乌海市,2005,43.11,1256046,27187,28
150300,乌海市,2006,43.35,1523965,32598,18.1
150300,乌海市,2007,47.7,1900400,40135,18.4
150300,乌海市,2008,48.27,2401000,50036,12.6
150300,乌海市,2009,48.06,3112080,64147,22.8
150300,乌海市,2010,53,3911235,76653,19.7
150300,乌海市,2011,54.1,4832452,89521,15.8
150300,乌海市,2012,54.8,5625710,103242,14
150300,乌海市,2013,55.3,5701293,103660,1.34
150300,乌海市,2014,55.4,6010187,108556,8.8
150300,乌海市,2015,44.49,5598322,100871,7.5
150300,乌海市,2016,44,5722261,102725,6.8
150300,乌海市,2017,44,4100777,NA,NA
150300,乌海市,2018,44,4959360,88041,13
650100,乌鲁木齐市,1999,158.92,2487769,NA,7.7
650100,乌鲁木齐市,2000,164.38,2750000,NA,8.5
650100,乌鲁木齐市,2001,169.03,3150000,NA,NA
650100,乌鲁木齐市,2002,175.72,3544426,17900,10.3
650100,乌鲁木齐市,2003,181.53,4085834,19900,12.7
650100,乌鲁木齐市,2004,185.96,4842599,22820,12.5
650100,乌鲁木齐市,2005,194.15,5625007,25507,13.9
650100,乌鲁木齐市,2006,201.84,6543019,28261,14
650100,乌鲁木齐市,2007,231.3,8202800,31140,15
650100,乌鲁木齐市,2008,236.05,10203488,37343,15
650100,乌鲁木齐市,2009,241.19,10945200,38496,9.5
650100,乌鲁木齐市,2010,243.03,13385172,43039,12.3
650100,乌鲁木齐市,2011,249.4,16900347,52649,15.3
650100,乌鲁木齐市,2012,257.8,20040727,59645,17.3
650100,乌鲁木齐市,2013,262.9,22028545,83759,9.92
650100,乌鲁木齐市,2014,266.9,24614698,70428,10.5
650100,乌鲁木齐市,2015,266.83,26316398,74340,10.5
650100,乌鲁木齐市,2016,268,24589766,69865,7.6
650100,乌鲁木齐市,2017,223,27075290,NA,NA
650100,乌鲁木齐市,2018,222,30997659,87196,7.8
511100,乐山市,1999,345.12,1404103,NA,0.95
511100,乐山市,2000,345.9,1460203,NA,0.7
511100,乐山市,2001,346.46,1610762,NA,NA
511100,乐山市,2002,346.86,1798019,5187,11.7
511100,乐山市,2003,347.63,2155616,6208,13.4
511100,乐山市,2004,347.67,2657746,7904,14.5
511100,乐山市,2005,347.9,3067168,9116,12.8
511100,乐山市,2006,350.12,3664350,10879,14.5
511100,乐山市,2007,352.45,4529731,13475,15.2
511100,乐山市,2008,353.5,5623939,16737,14.1
511100,乐山市,2009,353.22,6190171,18379,15.3
511100,乐山市,2010,353.35,7439150,22990,16.2
511100,乐山市,2011,354.4,9180596,28339,16
511100,乐山市,2012,355.1,10377500,30386,14.4
511100,乐山市,2013,356,11347900,31876,9.35
511100,乐山市,2014,355.7,12075899,37125,7.05
511100,乐山市,2015,353.79,13012326,39973,9.14
511100,乐山市,2016,355,14065848,43110,8.2
511100,乐山市,2017,352,7191902,NA,NA
511100,乐山市,2018,351,16150949,49397,8.69
360400,九江市,1999,448.35,1919469,NA,14.35
360400,九江市,2000,446.83,2130700,NA,16
360400,九江市,2001,449.75,2326245,NA,NA
360400,九江市,2002,455.1,2633549,5791,13.1
360400,九江市,2003,460.08,3067749,6692,15
360400,九江市,2004,464.82,3567621,7728,15.2
360400,九江市,2005,466.2,4289161,9231,15.4
360400,九江市,2006,472.67,5062201,10783,13.7
360400,九江市,2007,479.58,5925614,12590,14.1
360400,九江市,2008,484.67,7005984,14785,12.5
360400,九江市,2009,491.03,8313636,17420,13.8
360400,九江市,2010,497.91,10320647,21862,14.3
360400,九江市,2011,502.4,12564149,26464,13.2
360400,九江市,2012,508.6,14201046,29785,12
360400,九江市,2013,508.1,16017317,31530,12.79
360400,九江市,2014,513.1,17799599,37097,10.3
360400,九江市,2015,516.59,19026783,39505,9.65
360400,九江市,2016,520,20961347,43338,9.37
360400,九江市,2017,520,10076908,NA,NA
360400,九江市,2018,523,27001852,55274,8.68
530000,云南省,1999,1207.71,10861957,NA,4.91
530000,云南省,2000,1462.08,12043809,NA,14.2
530000,云南省,2001,1979.71,13602402,NA,NA
530000,云南省,2002,2113.2,14882526,NA,NA
530000,云南省,2003,2597.25,17802071,NA,NA
530000,云南省,2004,2638.57,NA,NA,NA
530000,云南省,2005,2666.12,NA,NA,NA
530000,云南省,2006,2677.53,NA,NA,NA
530000,云南省,2007,2710.98,NA,NA,NA
530000,云南省,2008,2749.58,NA,NA,NA
530000,云南省,2009,2785.61,NA,NA,NA
530000,云南省,2010,2886.15,NA,NA,NA
530000,云南省,2011,2854.6,61328678,NA,NA
530000,云南省,2012,2840.9,72891065,NA,NA
530000,云南省,2013,2861.8,82764569,28918,13.55
530000,云南省,2014,2878.9,89223425,224117,NA
530000,云南省,2015,2883.97,NA,NA,NA
530000,云南省,2016,NA,NA,NA,NA
530000,云南省,2017,NA,NA,NA,NA
530000,云南省,2018,NA,NA,NA,NA
445300,云浮市,1999,250.85,1720537,NA,6.06
445300,云浮市,2000,257.75,1693674,NA,-1.8
445300,云浮市,2001,258.84,1801652,NA,NA
445300,云浮市,2002,260.09,1919831,7399,7.8
445300,云浮市,2003,261.28,2147012,8236,13.1
445300,云浮市,2004,261.96,2575959,NA,NA
445300,云浮市,2005,263.36,2137294,9174,13.3
445300,云浮市,2006,266.82,2441995,10431,13.8
445300,云浮市,2007,268.62,2710105,11498,14.79
445300,云浮市,2008,272.68,3198566,13439,10.2
445300,云浮市,2009,275.8,3445051,14276,10.5
445300,云浮市,2010,282.76,4009741,16391,13.8
445300,云浮市,2011,398.8,4813671,20302,14.3
445300,云浮市,2012,287,5404494,22539,12.8
445300,云浮市,2013,290.3,6022990,20769,11.44
445300,云浮市,2014,294.2,6640048,27252,10.3
445300,云浮市,2015,298.93,7131416,29078,8.5
445300,云浮市,2016,301,7783051,31502,7.9
445300,云浮市,2017,300,2048113,NA,NA
445300,云浮市,2018,301,8491284,33747,3.9
341600,亳州市,2006,561.65,2987300,5835,11.46
341600,亳州市,2007,576.38,3355660,6718,11.98
341600,亳州市,2008,588.77,4042200,7918,11.8
341600,亳州市,2009,596.93,4319284,8477,12.83
341600,亳州市,2010,600.76,5127800,10318,13.8
341600,亳州市,2011,604.2,6266531,12868,12.9
341600,亳州市,2012,612.6,7156572,14642,11.9
341600,亳州市,2013,632.9,7910950,12498,10.54
341600,亳州市,2014,634.4,8836299,17769,7.8
341600,亳州市,2015,634.95,9426090,18771,9.1
341600,亳州市,2016,647,10461044,20611,8.9
341600,亳州市,2017,651,4212362,NA,NA
341600,亳州市,2018,657,12771945,24547,10.1
230700,伊春市,1999,131.33,676912,NA,8
230700,伊春市,2000,132.49,726206,NA,7.6
230700,伊春市,2001,132.18,785572,NA,NA
230700,伊春市,2002,131.88,853472,6464,9.2
230700,伊春市,2003,130.03,950709,7150,9.7
230700,伊春市,2004,129.57,1092023,8403,10.3
230700,伊春市,2005,128.79,1159296,8974,10.5
230700,伊春市,2006,127.74,1303332,10156,11.1
230700,伊春市,2007,127.6,1532188,12001,11.5
230700,伊春市,2008,127.63,1790114,14029,12.4
230700,伊春市,2009,127.31,1724616,13530,13.1
230700,伊春市,2010,126.95,2024407,15924,15.7
230700,伊春市,2011,126.3,2296836,18142,8
230700,伊春市,2012,125.2,2600327,20686,12.7
230700,伊春市,2013,123.2,2844921,23129,9.41
230700,伊春市,2014,122,2560255,20885,-9.4
230700,伊春市,2015,121.19,2481966,20414,-1.9
230700,伊春市,2016,118,2512167,21043,2.9
230700,伊春市,2017,116,1650320,NA,NA
230700,伊春市,2018,114,2741523,23837,6
440600,佛山市,1999,329.24,8337935,NA,9.48
440600,佛山市,2000,332.46,9572042,NA,11.2
440600,佛山市,2001,335.85,11038915,NA,NA
440600,佛山市,2002,338.98,11759169,34850,11.8
440600,佛山市,2003,344.24,13815951,40444,16.1
440600,佛山市,2004,350.89,16564573,47500,16.3
440600,佛山市,2005,354.48,23831836,41266,19.4
440600,佛山市,2006,358.06,29281591,50232,19.3
440600,佛山市,2007,361.08,36051142,61199,19.2
440600,佛山市,2008,364.34,43333044,72975,15.17
440600,佛山市,2009,367.63,48208972,80686,13.5
440600,佛山市,2010,370.89,56515223,93983,14.3
440600,佛山市,2011,612.5,65802823,91202,12.1
440600,佛山市,2012,377.7,66130223,91259,8.17
440600,佛山市,2013,381.6,70101725,183512,6.01
440600,佛山市,2014,385.6,74415994,101617,8.3
440600,佛山市,2015,388.97,80039186,108299,8.5
440600,佛山市,2016,400,86300002,115891,8.3
440600,佛山市,2017,420,93985162,NA,NA
440600,佛山市,2018,437,99358845,127691,6.27
230800,佳木斯市,1999,237.85,1327702,NA,7.2
230800,佳木斯市,2000,239.34,1464021,NA,9.1
230800,佳木斯市,2001,240.68,1642411,NA,NA
230800,佳木斯市,2002,243.62,1847101,7582,12
230800,佳木斯市,2003,244.73,2008599,8226,8.2
230800,佳木斯市,2004,247.31,2362956,9605,11.8
230800,佳木斯市,2005,245.03,2415433,9812,12.8
230800,佳木斯市,2006,248.19,2785370,11295,13.2
230800,佳木斯市,2007,250.53,3368924,13690,14.3
230800,佳木斯市,2008,251.64,3985000,15871,15.9
230800,佳木斯市,2009,252.26,4326603,17172,14.1
230800,佳木斯市,2010,253.78,5124563,20254,18.9
230800,佳木斯市,2011,250.5,6253089,24853,14.2
230800,佳木斯市,2012,239.3,6682943,27774,13.8
230800,佳木斯市,2013,242.1,7921480,32733,18.53
230800,佳木斯市,2014,241.4,7659799,32864,6.8
230800,佳木斯市,2015,237.55,8101676,35069,6.5
230800,佳木斯市,2016,238,8450332,36878,6.4
230800,佳木斯市,2017,235,4561525,NA,NA
230800,佳木斯市,2018,233,10120491,39344,4.3
130600,保定市,1999,1050.09,6365742,NA,11.49
130600,保定市,2000,1055.17,7022238,NA,10.5
130600,保定市,2001,1062.43,7473056,NA,NA
130600,保定市,2002,1070.13,8234564,7723,11.2
130600,保定市,2003,1076.98,9248071,8614,12.7
130600,保定市,2004,1088.28,11108786,10261,14.5
130600,保定市,2005,1092.17,10721423,10020,13.4
130600,保定市,2006,1106.08,11999550,11146,10.2
130600,保定市,2007,1123.43,13751799,12703,11.7
130600,保定市,2008,1141.73,15808884,14518,12
